trajectory_id,model,api_model_id,reasoning_setting,temperature,sampling_condition,grid_id,grid_size,difficulty,observed_wall_fraction,grid_replicate,trajectory_complete,goal_reached,steps,optimal_path_length,optimal_action_fraction,valid_action_fraction,invalid_output_rate,api_failure_rate,truncation_or_failure,step_limit_reached,total_output_tokens,max_call_output_tokens,total_runtime_seconds,p50_call_runtime_seconds,p95_call_runtime_seconds,total_prompt_tokens,total_tokens,estimated_cost_usd
gpt-oss-20b__low__size7_difficulty0.2_grid10__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.2_grid10,7,0.2,0.08,10,True,True,3,3,1.0,1.0,0.0,0.0,False,False,831,434,7.316340468940325,2.5452622519806027,3.751020017883275,1455,2286,0.00023895
gpt-oss-20b__low__size7_difficulty0.2_grid10__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.2_grid10,7,0.2,0.08,10,True,True,5,3,0.8,1.0,0.0,0.0,False,False,858,279,7.846936130023096,1.5228057709755376,2.3102171410107983,2425,3283,0.00029285
gpt-oss-20b__low__size7_difficulty0.2_grid10__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.2_grid10,7,0.2,0.08,10,True,True,4,3,0.75,1.0,0.0,0.0,False,False,906,610,7.368902549962513,0.9340313444845378,4.320314501979736,1940,2846,0.0002782
gpt-oss-20b__low__size7_difficulty0.2_grid11__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.2_grid11,7,0.2,0.08,11,True,True,3,3,1.0,1.0,0.0,0.0,False,False,275,156,2.773316776030697,0.7284402190125547,1.3135207608982453,1455,1730,0.00012775000000000002
gpt-oss-20b__low__size7_difficulty0.2_grid11__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.2_grid11,7,0.2,0.08,11,True,True,3,3,1.0,1.0,0.0,0.0,False,False,516,337,4.4141589880455285,1.200327523984015,2.230904417327838,1455,1971,0.00017595
gpt-oss-20b__low__size7_difficulty0.2_grid11__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.2_grid11,7,0.2,0.08,11,True,True,3,3,1.0,1.0,0.0,0.0,False,False,412,226,3.6687307250103913,1.0786737540038303,1.7681544488936196,1455,1867,0.00015515
gpt-oss-20b__low__size7_difficulty0.2_grid11__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.2_grid11,7,0.2,0.08,11,True,True,3,3,1.0,1.0,0.0,0.0,False,False,480,304,5.531729080947116,1.3578518930007704,3.1314215119753497,1455,1935,0.00016875
gpt-oss-20b__low__size7_difficulty0.2_grid12__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.2_grid12,7,0.2,0.08,12,True,True,4,4,1.0,1.0,0.0,0.0,False,False,923,439,8.51382983190706,2.1644886899739504,3.456546193829854,1940,2863,0.0002816
gpt-oss-20b__low__size7_difficulty0.2_grid12__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.2_grid12,7,0.2,0.08,12,True,True,4,4,1.0,1.0,0.0,0.0,False,False,463,217,4.008527723024599,0.9114563525072299,1.439309461045195,1940,2403,0.0001896
gpt-oss-20b__low__size7_difficulty0.2_grid12__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.2_grid12,7,0.2,0.08,12,True,True,4,4,1.0,1.0,0.0,0.0,False,False,457,191,4.466260818997398,1.0423392154916655,1.5496286844485438,1940,2397,0.0001884
gpt-oss-20b__low__size7_difficulty0.2_grid12__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.2_grid12,7,0.2,0.08,12,True,True,4,4,1.0,1.0,0.0,0.0,False,False,667,367,6.528379200084601,1.412938967027003,2.8817681666259882,1940,2607,0.00023040000000000002
gpt-oss-20b__low__size7_difficulty0.2_grid13__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.2_grid13,7,0.2,0.08,13,True,True,4,4,1.0,1.0,0.0,0.0,False,False,531,260,6.364713086979464,1.0879225099924952,3.030198597017442,1940,2471,0.0002032
gpt-oss-20b__low__size7_difficulty0.2_grid13__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.2_grid13,7,0.2,0.08,13,True,True,4,4,1.0,1.0,0.0,0.0,False,False,818,379,7.658880547969602,1.679604125500191,3.0792573819955575,1940,2758,0.0002606
gpt-oss-20b__low__size7_difficulty0.2_grid13__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.2_grid13,7,0.2,0.08,13,True,True,4,4,1.0,1.0,0.0,0.0,False,False,482,152,6.690740288933739,1.6163091194757726,1.9278803729859646,1940,2422,0.0001934
gpt-oss-20b__low__size7_difficulty0.2_grid13__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.2_grid13,7,0.2,0.08,13,True,True,4,4,1.0,1.0,0.0,0.0,False,False,556,215,7.1794482069672085,1.3495378634834196,3.4918746238399754,1940,2496,0.00020820000000000002
gpt-oss-20b__low__size7_difficulty0.2_grid14__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.2_grid14,7,0.2,0.08,14,True,True,4,4,1.0,1.0,0.0,0.0,False,False,697,273,6.918356570065953,1.8629255440027919,2.4710046207765117,1940,2637,0.0002364
gpt-oss-20b__low__size7_difficulty0.2_grid14__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.2_grid14,7,0.2,0.08,14,True,True,4,4,1.0,1.0,0.0,0.0,False,False,729,429,7.913117023941595,1.3703856529900804,4.078735397441777,1940,2669,0.00024280000000000002
gpt-oss-20b__low__size7_difficulty0.2_grid14__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.2_grid14,7,0.2,0.08,14,True,True,5,4,0.8,1.0,0.0,0.0,False,False,524,157,5.68082177900942,1.2095686059910804,1.6405390212195925,2425,2949,0.00022605000000000002
gpt-oss-20b__low__size7_difficulty0.2_grid14__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.2_grid14,7,0.2,0.08,14,True,True,4,4,1.0,1.0,0.0,0.0,False,False,737,384,11.144196234003175,2.3950082274968736,5.307266006324788,1940,2677,0.00024440000000000003
gpt-oss-20b__low__size7_difficulty0.2_grid15__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.2_grid15,7,0.2,0.08,15,True,True,4,4,1.0,1.0,0.0,0.0,False,False,1135,510,10.013486255018506,2.0986060404975433,4.856692061803186,1940,3075,0.000324
gpt-oss-20b__low__size7_difficulty0.2_grid15__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.2_grid15,7,0.2,0.08,15,True,True,4,4,1.0,1.0,0.0,0.0,False,False,519,219,5.18692235799972,1.2728243184974417,1.6808816964767175,1940,2459,0.0002008
gpt-oss-20b__low__size7_difficulty0.2_grid15__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.2_grid15,7,0.2,0.08,15,True,True,4,4,1.0,1.0,0.0,0.0,False,False,693,283,5.80295126803685,1.546442401013337,1.978373902416206,1940,2633,0.0002356
gpt-oss-20b__low__size7_difficulty0.2_grid15__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.2_grid15,7,0.2,0.08,15,True,True,4,4,1.0,1.0,0.0,0.0,False,False,732,320,6.498477710061707,1.8223582495120354,2.161002963001374,1940,2672,0.0002434
gpt-oss-20b__low__size7_difficulty0.2_grid16__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.2_grid16,7,0.2,0.08,16,True,True,5,5,1.0,1.0,0.0,0.0,False,False,807,244,6.043543869978748,1.0259650629595853,1.7797496610088275,2425,3232,0.00028265
gpt-oss-20b__low__size7_difficulty0.2_grid16__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.2_grid16,7,0.2,0.08,16,True,True,5,5,1.0,1.0,0.0,0.0,False,False,979,292,7.300799528020434,1.603618890978396,2.0341210924088955,2425,3404,0.00031705000000000004
gpt-oss-20b__low__size7_difficulty0.2_grid16__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.2_grid16,7,0.2,0.08,16,True,True,5,5,1.0,1.0,0.0,0.0,False,False,1145,338,10.917395934986416,2.2904180319746956,3.44645603580866,2425,3570,0.00035025000000000003
gpt-oss-20b__low__size7_difficulty0.2_grid16__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.2_grid16,7,0.2,0.08,16,True,True,7,5,0.8571428571428571,1.0,0.0,0.0,False,False,1455,393,11.925528835970908,1.2894932180061005,3.184069826710038,3395,4850,0.00046075
gpt-oss-20b__low__size7_difficulty0.2_grid17__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.2_grid17,7,0.2,0.08,17,True,True,6,6,1.0,1.0,0.0,0.0,False,False,967,246,7.190301262016874,1.191366678016493,1.719746807255433,2910,3877,0.0003389
gpt-oss-20b__low__size7_difficulty0.2_grid17__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.2_grid17,7,0.2,0.08,17,True,True,6,6,1.0,1.0,0.0,0.0,False,False,1529,393,10.741949645977002,1.8571967635070905,2.6033554917230504,2910,4439,0.0004513
gpt-oss-20b__low__size7_difficulty0.2_grid17__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.2_grid17,7,0.2,0.08,17,True,True,6,6,1.0,1.0,0.0,0.0,False,False,1029,408,8.64193335303571,1.1531828450097237,2.8044505777506856,2910,3939,0.00035130000000000003
gpt-oss-20b__low__size7_difficulty0.2_grid17__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.2_grid17,7,0.2,0.08,17,True,True,6,6,1.0,1.0,0.0,0.0,False,False,1593,562,12.714309975039214,2.252603917499073,3.452660018505412,2910,4503,0.00046410000000000006
gpt-oss-20b__low__size7_difficulty0.2_grid18__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.2_grid18,7,0.2,0.08,18,True,True,6,6,1.0,1.0,0.0,0.0,False,False,1109,558,9.203251164930407,1.0352952704706695,3.502446324491757,2910,4019,0.0003673
gpt-oss-20b__low__size7_difficulty0.2_grid18__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.2_grid18,7,0.2,0.08,18,True,True,6,6,1.0,1.0,0.0,0.0,False,False,1136,321,12.599075017904397,1.8557033274846617,3.203038846477284,2910,4046,0.0003727
gpt-oss-20b__low__size7_difficulty0.2_grid18__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.2_grid18,7,0.2,0.08,18,True,True,6,6,1.0,1.0,0.0,0.0,False,False,1068,295,10.564165212912485,1.7288542925089132,2.7422633332316764,2910,3978,0.0003591
gpt-oss-20b__low__size7_difficulty0.2_grid18__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.2_grid18,7,0.2,0.08,18,True,True,6,6,1.0,1.0,0.0,0.0,False,False,1061,325,11.151216288038995,1.6738577020005323,3.1561702457547653,2910,3971,0.0003577
gpt-oss-20b__low__size7_difficulty0.2_grid19__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.2_grid19,7,0.2,0.08,19,True,True,12,6,0.75,1.0,0.0,0.0,False,False,1556,194,12.260996827040799,0.9485877400147729,1.4678782599978148,5820,7376,0.0006022
gpt-oss-20b__low__size7_difficulty0.2_grid19__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.2_grid19,7,0.2,0.08,19,True,True,6,6,1.0,1.0,0.0,0.0,False,False,1615,705,12.80876401095884,1.6806670729711186,4.1493703582382295,2910,4525,0.0004685
gpt-oss-20b__low__size7_difficulty0.2_grid19__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.2_grid19,7,0.2,0.08,19,True,True,6,6,1.0,1.0,0.0,0.0,False,False,1032,430,8.771773465967271,0.7447589449875522,3.5293428547593066,2910,3942,0.0003519
gpt-oss-20b__low__size7_difficulty0.2_grid19__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.2_grid19,7,0.2,0.08,19,True,True,6,6,1.0,1.0,0.0,0.0,False,False,1251,434,10.212138571951073,1.5664157449791674,2.889636253748904,2910,4161,0.0003957
gpt-oss-20b__low__size7_difficulty0.2_grid1__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.2_grid1,7,0.2,0.08,1,True,True,1,1,1.0,1.0,0.0,0.0,False,False,63,63,0.6242398410104215,0.6242398410104215,0.6242398410104215,485,548,3.685e-05
gpt-oss-20b__low__size7_difficulty0.2_grid1__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.2_grid1,7,0.2,0.08,1,True,True,1,1,1.0,1.0,0.0,0.0,False,False,42,42,0.4631530129699968,0.4631530129699968,0.4631530129699968,485,527,3.265e-05
gpt-oss-20b__low__size7_difficulty0.2_grid1__t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy_sanity_check,size7_difficulty0.2_grid1,7,0.2,0.08,1,True,True,1,1,1.0,1.0,0.0,0.0,False,False,57,57,0.5121672340319492,0.5121672340319492,0.5121672340319492,485,542,3.565e-05
gpt-oss-20b__low__size7_difficulty0.2_grid1__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.2_grid1,7,0.2,0.08,1,True,True,1,1,1.0,1.0,0.0,0.0,False,False,62,62,0.6335015409858897,0.6335015409858897,0.6335015409858897,485,547,3.6649999999999996e-05
gpt-oss-20b__low__size7_difficulty0.2_grid20__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.2_grid20,7,0.2,0.08,20,True,True,7,7,1.0,1.0,0.0,0.0,False,False,1188,392,9.938516210997477,1.0869529959745705,2.853387683135223,3395,4583,0.00040735
gpt-oss-20b__low__size7_difficulty0.2_grid20__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.2_grid20,7,0.2,0.08,20,True,True,7,7,1.0,1.0,0.0,0.0,False,False,1176,497,9.491357021033764,1.083179037028458,2.8748237385880198,3395,4571,0.00040495
gpt-oss-20b__low__size7_difficulty0.2_grid20__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.2_grid20,7,0.2,0.08,20,True,True,7,7,1.0,1.0,0.0,0.0,False,False,1353,422,9.392827310890425,1.0541032489854842,2.5116434085997748,3395,4748,0.00044035000000000005
gpt-oss-20b__low__size7_difficulty0.2_grid20__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.2_grid20,7,0.2,0.08,20,True,True,7,7,1.0,1.0,0.0,0.0,False,False,1865,759,13.694261020922568,1.6018080049543642,4.215285421314183,3395,5260,0.00054275
gpt-oss-20b__low__size7_difficulty0.2_grid2__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.2_grid2,7,0.2,0.08,2,True,True,1,1,1.0,1.0,0.0,0.0,False,False,57,57,0.8056400429923087,0.8056400429923087,0.8056400429923087,485,542,3.565e-05
gpt-oss-20b__low__size7_difficulty0.2_grid2__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.2_grid2,7,0.2,0.08,2,True,True,1,1,1.0,1.0,0.0,0.0,False,False,62,62,0.7453231530380435,0.7453231530380435,0.7453231530380435,485,547,3.6649999999999996e-05
gpt-oss-20b__low__size7_difficulty0.2_grid2__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.2_grid2,7,0.2,0.08,2,True,True,1,1,1.0,1.0,0.0,0.0,False,False,78,78,0.8502317029633559,0.8502317029633559,0.8502317029633559,485,563,3.9850000000000006e-05
gpt-oss-20b__low__size7_difficulty0.2_grid2__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.2_grid2,7,0.2,0.08,2,True,True,1,1,1.0,1.0,0.0,0.0,False,False,79,79,0.83925380196888,0.83925380196888,0.83925380196888,485,564,4.005e-05
gpt-oss-20b__low__size7_difficulty0.2_grid3__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.2_grid3,7,0.2,0.08,3,True,True,1,1,1.0,1.0,0.0,0.0,False,False,181,181,1.2315059610409662,1.2315059610409662,1.2315059610409662,485,666,6.0450000000000006e-05
gpt-oss-20b__low__size7_difficulty0.2_grid3__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.2_grid3,7,0.2,0.08,3,True,True,1,1,1.0,1.0,0.0,0.0,False,False,209,209,2.105608144949656,2.105608144949656,2.105608144949656,485,694,6.605e-05
gpt-oss-20b__low__size7_difficulty0.2_grid3__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.2_grid3,7,0.2,0.08,3,True,True,1,1,1.0,1.0,0.0,0.0,False,False,148,148,1.132119499030523,1.132119499030523,1.132119499030523,485,633,5.385e-05
gpt-oss-20b__low__size7_difficulty0.2_grid3__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.2_grid3,7,0.2,0.08,3,True,True,1,1,1.0,1.0,0.0,0.0,False,False,177,177,2.1366158479941078,2.1366158479941078,2.1366158479941078,485,662,5.965e-05
gpt-oss-20b__low__size7_difficulty0.2_grid4__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.2_grid4,7,0.2,0.08,4,True,True,1,1,1.0,1.0,0.0,0.0,False,False,62,62,0.5868543650140055,0.5868543650140055,0.5868543650140055,485,547,3.6649999999999996e-05
gpt-oss-20b__low__size7_difficulty0.2_grid4__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.2_grid4,7,0.2,0.08,4,True,True,1,1,1.0,1.0,0.0,0.0,False,False,87,87,0.7158700909931213,0.7158700909931213,0.7158700909931213,485,572,4.165e-05
gpt-oss-20b__low__size7_difficulty0.2_grid4__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.2_grid4,7,0.2,0.08,4,True,True,1,1,1.0,1.0,0.0,0.0,False,False,55,55,0.6737377949757501,0.6737377949757501,0.6737377949757501,485,540,3.525e-05
gpt-oss-20b__low__size7_difficulty0.2_grid4__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.2_grid4,7,0.2,0.08,4,True,True,1,1,1.0,1.0,0.0,0.0,False,False,48,48,0.5595477999886498,0.5595477999886498,0.5595477999886498,485,533,3.385e-05
gpt-oss-20b__low__size7_difficulty0.2_grid5__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.2_grid5,7,0.2,0.08,5,True,True,1,1,1.0,1.0,0.0,0.0,False,False,41,41,0.47576845198636875,0.47576845198636875,0.47576845198636875,485,526,3.245e-05
gpt-oss-20b__low__size7_difficulty0.2_grid5__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.2_grid5,7,0.2,0.08,5,True,True,1,1,1.0,1.0,0.0,0.0,False,False,41,41,0.5637969029485248,0.5637969029485248,0.5637969029485248,485,526,3.245e-05
gpt-oss-20b__low__size7_difficulty0.2_grid5__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.2_grid5,7,0.2,0.08,5,True,True,1,1,1.0,1.0,0.0,0.0,False,False,41,41,0.4702690669801086,0.4702690669801086,0.4702690669801086,485,526,3.245e-05
gpt-oss-20b__low__size7_difficulty0.2_grid5__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.2_grid5,7,0.2,0.08,5,True,True,1,1,1.0,1.0,0.0,0.0,False,False,52,52,0.6790910270065069,0.6790910270065069,0.6790910270065069,485,537,3.465e-05
gpt-oss-20b__low__size7_difficulty0.2_grid6__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.2_grid6,7,0.2,0.08,6,True,True,2,2,1.0,1.0,0.0,0.0,False,False,148,76,1.3012922460329719,0.6506461230164859,0.6744023511098931,970,1118,7.81e-05
gpt-oss-20b__low__size7_difficulty0.2_grid6__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.2_grid6,7,0.2,0.08,6,True,True,2,2,1.0,1.0,0.0,0.0,False,False,310,229,2.9803610279923305,1.4901805139961652,1.862886886834167,970,1280,0.0001105
gpt-oss-20b__low__size7_difficulty0.2_grid6__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.2_grid6,7,0.2,0.08,6,True,True,2,2,1.0,1.0,0.0,0.0,False,False,142,73,1.2289087140234187,0.6144543570117094,0.6604779062967282,970,1112,7.69e-05
gpt-oss-20b__low__size7_difficulty0.2_grid6__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.2_grid6,7,0.2,0.08,6,True,True,2,2,1.0,1.0,0.0,0.0,False,False,145,77,1.492291444039438,0.746145722019719,0.7781697029218776,970,1115,7.75e-05
gpt-oss-20b__low__size7_difficulty0.2_grid7__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.2_grid7,7,0.2,0.08,7,True,True,2,2,1.0,1.0,0.0,0.0,False,False,252,205,4.486307293002028,2.243153646501014,3.601102848353912,970,1222,9.889999999999999e-05
gpt-oss-20b__low__size7_difficulty0.2_grid7__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.2_grid7,7,0.2,0.08,7,True,True,2,2,1.0,1.0,0.0,0.0,False,False,149,102,1.51686090399744,0.75843045199872,0.9642054692347302,970,1119,7.83e-05
gpt-oss-20b__low__size7_difficulty0.2_grid7__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.2_grid7,7,0.2,0.08,7,True,True,2,2,1.0,1.0,0.0,0.0,False,False,94,52,1.20224530500127,0.601122652500635,0.6136507105693454,970,1064,6.730000000000001e-05
gpt-oss-20b__low__size7_difficulty0.2_grid7__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.2_grid7,7,0.2,0.08,7,True,True,2,2,1.0,1.0,0.0,0.0,False,False,98,57,0.9589471790241078,0.4794735895120539,0.5485965680563822,970,1068,6.81e-05
gpt-oss-20b__low__size7_difficulty0.2_grid8__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.2_grid8,7,0.2,0.08,8,True,True,2,2,1.0,1.0,0.0,0.0,False,False,293,242,3.1563531299470924,1.5781765649735462,2.390932880694163,970,1263,0.0001071
gpt-oss-20b__low__size7_difficulty0.2_grid8__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.2_grid8,7,0.2,0.08,8,True,True,2,2,1.0,1.0,0.0,0.0,False,False,171,128,1.9428916280157864,0.9714458140078932,1.4319212289876304,970,1141,8.27e-05
gpt-oss-20b__low__size7_difficulty0.2_grid8__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.2_grid8,7,0.2,0.08,8,True,True,2,2,1.0,1.0,0.0,0.0,False,False,130,83,1.2127159319352359,0.6063579659676179,0.6976688060734887,970,1100,7.45e-05
gpt-oss-20b__low__size7_difficulty0.2_grid8__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.2_grid8,7,0.2,0.08,8,True,True,2,2,1.0,1.0,0.0,0.0,False,False,136,90,1.448195717006456,0.724097858503228,0.8703106547502102,970,1106,7.57e-05
gpt-oss-20b__low__size7_difficulty0.2_grid9__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.2_grid9,7,0.2,0.08,9,True,True,2,2,1.0,1.0,0.0,0.0,False,False,164,116,2.089853758981917,1.0449268794909585,1.2035892812622477,970,1134,8.13e-05
gpt-oss-20b__low__size7_difficulty0.2_grid9__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.2_grid9,7,0.2,0.08,9,True,True,2,2,1.0,1.0,0.0,0.0,False,False,334,261,3.9200832929927856,1.9600416464963928,2.3888491084333507,970,1304,0.00011530000000000001
gpt-oss-20b__low__size7_difficulty0.2_grid9__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.2_grid9,7,0.2,0.08,9,True,True,2,2,1.0,1.0,0.0,0.0,False,False,156,78,1.9457787299761549,0.9728893649880774,1.0564220675907563,970,1126,7.970000000000001e-05
gpt-oss-20b__low__size7_difficulty0.2_grid9__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.2_grid9,7,0.2,0.08,9,True,True,2,2,1.0,1.0,0.0,0.0,False,False,269,151,2.7831570170237683,1.3915785085118841,1.6188026897638337,970,1239,0.00010229999999999999
gpt-oss-20b__low__size7_difficulty0.4_grid10__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.4_grid10,7,0.4,0.16,10,True,True,4,4,1.0,1.0,0.0,0.0,False,False,883,303,6.915149845939595,1.9134657959803008,2.436705414179596,1940,2823,0.0002736
gpt-oss-20b__low__size7_difficulty0.4_grid10__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.4_grid10,7,0.4,0.16,10,True,True,4,4,1.0,1.0,0.0,0.0,False,False,752,305,7.135878959088586,1.9179468550428282,2.5145822008169487,1940,2692,0.0002474
gpt-oss-20b__low__size7_difficulty0.4_grid10__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.4_grid10,7,0.4,0.16,10,True,True,6,4,0.8333333333333334,1.0,0.0,0.0,False,False,2493,1087,20.80708514509024,2.8793911554967053,7.145004456295283,2910,5403,0.0006441
